,table_name,column_name,column_comment
2178,PaymentInfo,couponHost,쿠폰발급 주체(0 :본사 1:골프장)
2179,PaymentInfo,amount,결제금액
2180,PaymentInfo,restAmount,최종 결제 잔액
2181,PaymentInfo,pgType,"PG사(iniPay:이니시스,kakaopay:카카오페이)"
2182,PaymentInfo,TID,PG사 결제 트랜잭션 아이디
2183,PaymentInfo,pgCardCode,PG사 카드 구분(이니시스)
2184,PaymentInfo,pgMethodType,결제방법
2185,PaymentInfo,pgCardName,결제카드명
2186,PaymentInfo,reqestDate,결제요청일자
2187,PaymentInfo,completeDate,결제완료일자
2188,PaymentInfo,cancelAmount,결제 취소/환불 금액
2189,PaymentInfo,penaltyAmount,위약금
2190,PaymentInfo,cancelPoint,환불포인트
2191,PaymentInfo,cancelDate,취소/환불 일자
2192,PaymentInfo,cancelTID,PG사 취소/환불 트랜잭션 아이디
2193,PaymentInfo,holeout,홀정산
2194,PaymentInfo,orderNumber,결제상품번호
2195,PaymentInfo,resType,
2196,PaymentInfo,resultCode,결제 실패시 실패코드
2197,PaymentInfo,resultMsg,결제 실패시 실패 메세지
2198,PaymentInfo,refundType1,"환불구분(그린피,카트피,세금,그린피_카트피,그린피+카트피+세금)"
2199,PaymentInfo,refundAmount1,환불금액
2200,PaymentInfo,refundType2,"환불구분(그린피,카트피,세금,그린피_카트피,그린피+카트피+세금)"
2201,PaymentInfo,refundAmount2,환불금액
2202,PaymentInfo,refundType3,"환불구분(그린피,카트피,세금,그린피_카트피,그린피+카트피+세금)"
2203,PaymentInfo,refundAmount3,환불금액
2204,PaymentInfo,cashSave,적립 포인트
2205,PaymentInfo,cashSaveYN,적립 여부
2206,PaymentInfo,cashSaveDate,
2207,PaymentInfo,platform,"IOS:아이폰, AOS: 안드로이드, CHAT:챗봇"
2208,PaymentInfo,resMethod,
2209,PaymentInfo,joinFee,
2210,PaymentInfo,refundStatus,
2211,PaymentKakaoTemp,paymentSeq,
2212,PaymentKakaoTemp,tid,
2213,PaymentKakaoTemp,payUrl,
2214,PaymentKakaoTemp,regDate,
2215,PlusFriendInfo,seq,
2216,PlusFriendInfo,id,
2217,PlusFriendInfo,ft_event,
2218,PlusFriendInfo,id_type,
2219,PlusFriendInfo,plus_friend_public_id,
2220,PlusFriendInfo,ft_timestamp,
2221,PlusFriendInfo,regDate,
2222,PlusFriendInfo,editDate,
2223,ReportGolfInfoType,golfInfoSeq,골프장seq
2224,ReportGolfInfoType,partnershipType,
2225,ReportGolfInfoType,openDate,
2226,ReservationCancelInfo,resSeq,예약번호
2227,ReservationCancelInfo,userID,사용자아이디
2228,ReservationCancelInfo,cancelType,"취소타입(0: 일반취소, 1: 임박취소)"
2229,ReservationCancelInfo,cancelCode,"취소 요청 코드 (C1: 단순변심, C2:개인사정, C3:기상악화)"
2230,ReservationCancelInfo,cancelMessage,취소 메시지(cancelCode가 기타인경우)
2231,ReservationCancelInfo,cancelStatus,"최종 취소 승인 상태  (1: 정상취소처리, 2: 취소 요청, 3: 취소거부)"
2232,ReservationCancelInfo,cancelProcCode,"취소 처리 코드(0:일반,1: 기상악화 자동취소, 2: 전체 취소[자동취소])"
2233,ReservationCancelInfo,timeoutCancelRegDate,취소 요청 시간
2234,ReservationCancelInfo,timeoutCancelCompleteDate,최종 취소 승인 시간
2235,ReservationCancelInfo,golfManagerId,골프장 담당자 아이디
2236,ReservationCancelInfo,managerCompleteDate,골프장 담당자 처리 날짜
2237,ReservationCancelInfo,managerCompleteCode,"골프장 담당자 승인 코드 (0:대기, 1:승인, 2: 거부,3: 자동 취소 처리, 4: 관리자 툴 취소 처리, 5: 처리지연,6:수수료 없이 취소 처리 승인)"
2238,ReservationCancelInfo,adminManagerId,관리자 아이디
2239,ReservationCancelInfo,adminCompleteDate,관리자 처리 날짜
2240,ReservationCancelInfo,adminCompleteCode,"관리자 승인 코드 (0:대기, 1:승인, 2: 거부,3: 자동 취소 처리, 4: 관리자 툴 취소 처리)"
2241,ReservationCancelInfo,isErpCancel,"erp 처리 여부 (0:erp 처리, 1: erp 처리안함)"
2242,ReservationCancelInfo,erpCancelResult,erp에서 넘어온 코드값
2243,ReservationCancelReason,resSeq,
2244,ReservationCancelReason,code,EtcCommonCode
2245,ReservationCancelReason,remark,code명
2246,ReservationCancelReason,regDate,
2247,ReservationCancelReason,regID,
2248,ReservationConsignmentInfo,seq,
2249,ReservationConsignmentInfo,resSeq,
2250,ReservationConsignmentInfo,userName,
2251,ReservationConsignmentInfo,userContact,
2252,ReservationConsignmentInfo,remark,
2253,ReservationConsignmentInfo,regDate,
2254,ReservationConsignmentInfo,regID,
2255,ReservationErpCancelFailed,resSeq,예약번호
2256,ReservationErpCancelFailed,erpMsg,
2257,ReservationErpCancelFailed,confirmYN,
2258,ReservationErpCancelFailed,remark,
2259,ReservationErpCancelFailed,lastSendDate,
2260,ReservationErpCancelFailed,confirmID,
2261,ReservationErpCancelFailed,confirmDate,
2262,ReservationErpCancelFailed,regdate,
2263,ReservationExternalInfo,seq,
2264,ReservationExternalInfo,golfInfoSeq,골프장 번호
2265,ReservationExternalInfo,resKey,ERP 예약건 인증키
2266,ReservationExternalInfo,bookDate,부킹일
2267,ReservationExternalInfo,bookTime,부킹시간
2268,ReservationExternalInfo,courseName,코스명
2269,ReservationExternalInfo,erpCourseCode,ERP 코스 코드
2270,ReservationExternalInfo,greenFeeNO,그린피 가격
2271,ReservationExternalInfo,holeCnt,홀 정보
2272,ReservationExternalInfo,eventOption,이벤트명
2273,ReservationExternalInfo,bookSeq,BookTime SEQ
2274,ReservationExternalInfo,resSeq,우리쪽 예약건인 경우에 데이터 넣기
2275,ReservationExternalInfo,status,"상태(E:정상, C:취소, F:실패)"
2276,ReservationExternalInfo,completeDate,요청날짜
2277,ReservationExternalInfo,cancelDate,예약 취소일자
2278,ReservationExternalInfo,requestDate,요청일시
2279,ReservationExternalInfo,resUserName,예약자명(암호화)
2280,ReservationExternalInfo,resUserContact,예약자 연락처(암호화)
2281,ReservationExternalInfo,searchResUserName,검색용 예약자명
2282,ReservationExternalInfo,searchResUserContact,검색용 예약자 연락처
2283,ReservationExternalInfoERPTMP,seq,
2284,ReservationExternalInfoERPTMP,resKey,ERP 예약건 인증키
2285,ReservationExternalInfoERPTMP,bookDate,부킹일
2286,ReservationExternalInfoERPTMP,bookTime,부킹시간
2287,ReservationExternalInfoERPTMP,erpCourseCode,ERP 코스 코드
2288,ReservationExternalInfoERPTMP,greenFeeNO,그린피 가격
2289,ReservationExternalInfoERPTMP,holeCnt,홀 정보
2290,ReservationExternalInfoERPTMP,status,"상태(E:정상, C:취소, F:실패)"
2291,ReservationExternalInfoERPTMP,completeDate,요청날짜
2292,ReservationExternalInfoERPTMP,resUserName,예약자명(암호화)
2293,ReservationExternalInfoERPTMP,resUserContact,예약자 연락처(암호화)
2294,ReservationExternalInfoERPTMP,golfCode,골프장 코드
2295,ReservationInfo,seq,
2296,ReservationInfo,golfInfoSeq,골프장 시퀀스
2297,ReservationInfo,userID,고객 이메일 아이디
2298,ReservationInfo,userName,userName 암호화
2299,ReservationInfo,userContact,userContact 암호화
2300,ReservationInfo,amount,총 예약 금액
2301,ReservationInfo,resType,"예약타입(Y:다중결제,H:현장결제,J:전액결제,N:N빵결제)"
2302,ReservationInfo,status,"예약상태(E:완료,C:취소,I진행중[N빵시],F:예약실패,W:결제진행중[N빵제외 일정시간뒤 F로 전환])"
2303,ReservationInfo,portalCode,포탈코드(타포탈허용)
2304,ReservationInfo,requestDate,예약요청일시
2305,ReservationInfo,cancelDate,취소일시
2306,ReservationInfo,completeDate,완료일시
2307,ReservationInfo,isConsignment,수동예약
2308,ReservationInfo,platform,"IOS:아이폰, AOS: 안드로이드, CHAT:챗봇"
2309,ReservationInfo,waitingTime,
2310,ReservationInfo,resMethod,
2311,ReservationInfo,joinRoomSeq,
2312,ReservationInfo,joinFee,
2313,ReservationInfo,userNameEnc,userNameEnc 암호화
2314,ReservationInfo,userContactEnc,userContactEnc 암호화
2315,ReservationInfo,encriptYN,암호화 여부
2316,ReservationInfo,searchUserName,searchUserName 암호화
2317,ReservationInfo,searchUserContact,searchUserContact 암호화
2318,ReservationInfoLog,seq,
2319,ReservationInfoLog,resSeq,예약번호
2320,ReservationInfoLog,logType,타입(1: 예약변경)
2321,ReservationInfoLog,newResSeq,신규 예약번호
2322,ReservationInfoLog,userID,사용자 아이디
2323,ReservationInfoLog,regDate,
2324,ReservationInfoLog,logDetailText,로그 상세
2325,ReservationInfoLog,status,"로그상태 (W:대기, E:완료)"
2326,ReservationInfoMemo,seq,
2327,ReservationInfoMemo,resSeq,예약번호
2328,ReservationInfoMemo,keyword,메모
2329,ReservationInfoMemo,regID,
2330,ReservationInfoMemo,regDate,
2331,ReservationLocker,seq,
2332,ReservationLocker,resSeq,예약번호
2333,ReservationLocker,userID,회원번호
2334,ReservationLocker,sendType,"발송 타입(A:알림톡, S:선톡)"
2335,ReservationLocker,isGpsLocation,"GPS 데이터 수신 여부(0:수신, 1: 미수신)"
2336,ReservationLocker,golfInfoSeq,골프장 번호
2337,ReservationLocker,regDate,데이터 등록일
2338,ReservationLocker,talkSendDate,
2339,ReservationLocker,lockerKey,라커키
2340,ReservationLocker,lockerRoomType,"발급받은 라커 성별(0:성별없음, 1: 남, 2: 여)"
2341,ReservationLocker,lockerKeyUseNum,해당 라커 사용 횟수
2342,ReservationLocker,lockerRegDate,라커키 발급된 시간
2343,ReservationLocker,status,"상태(E:정상, C:취소, F:실패)"
2344,ReservationLocker,checkOutDate,고객이 체크 아웃한 시간(임시)
2345,ReservationLocker,distance,마지막 GPS와 골프장 간의 거리
2346,ReservationLocker,gpsLocationEditDate,GPS 거리 갱신 시간
2347,ReservationLocker,erpErrorMsg,라커 발급 실패시 ERP 에러 메시지
2348,ReservationLocker,serviceVer,"체크인 서비스 버전(1: 자동 발급 버전, 2: 수동 발급 버전)"
2349,ReservationLocker,checkInType,체크인 타입(라커 발급 타입) - GPS / QR
2350,ReservationLockerNonUser,seq,
2351,ReservationLockerNonUser,resExternalSeq,타포탈예약SEQ
2352,ReservationLockerNonUser,userID,아이디
2353,ReservationLockerNonUser,ownerYN,"예약자 여부(Y: 예약자, N:동반자)"
2354,ReservationLockerNonUser,uuid,골프부킹 사용자 카카오 고유값
2355,ReservationLockerNonUser,nameTag,사용자 네임택
2356,ReservationLockerNonUser,userName,userName 암호화
2357,ReservationLockerNonUser,userContact,userContact 암호화
2358,ReservationLockerNonUser,gender,"성별(0 : 없음 , 1:남자, 2:여자)"
2359,ReservationLockerNonUser,userNickName,userNickName 암호화
2360,ReservationLockerNonUser,thumbnailImgUrl,썸네일
2361,ReservationLockerNonUser,searchUserName,
2362,ReservationLockerNonUser,searchUserContact,
2363,ReservationLockerNonUser,sendType,"발송 타입(A:알림톡, S:선톡)"
2364,ReservationLockerNonUser,isGpsLocation,"GPS 데이터 수신 여부(0:수신, 1: 미수신)"
2365,ReservationLockerNonUser,regDate,데이터 등록일
2366,ReservationLockerNonUser,talkSendDate,
2367,ReservationLockerNonUser,status,"상태(E:정상, W:대기, C:취소, F:실패)"
2368,ReservationLockerNonUser,lockerKey,라커키
2369,ReservationLockerNonUser,lockerKeyUseNum,"라커 사용 번호(일부 ERP업체마다 다름, 끝자리 한자리는 라커 사용번호)"
2370,ReservationLockerNonUser,lockerRoomType,"라커 룸 구분(1: 남자, 2:여자)"
2371,ReservationLockerNonUser,lockerRegDate,라커키 발급된 시간
2372,ReservationLockerNonUser,checkOutDate,고객이 체크 아웃한 시간(임시)
2373,ReservationLockerNonUser,distance,마지막 GPS와 골프장 간의 거리
2374,ReservationLockerNonUser,gpsLocationEditDate,GPS 거리 갱신 시간
2375,ReservationLockerNonUser,erpErrorMsg,라커 발급 실패시 ERP 에러 메시지
2376,ReservationLockerNonUser,checkInType,체크인 타입(라커 발급 타입) - GPS / QR
2377,ReservationLockerNonUser,serviceVer,"체크인 서비스 버전(1: 자동 발급 버전, 2: 수동 발급 버전)"
2378,ReservationLockerNonUser,marketingYN,마케팅 수신 동의
2379,ReservationMenualPurchase,seq,
2380,ReservationMenualPurchase,golfInfoSeq,
2381,ReservationMenualPurchase,bookDate,
2382,ReservationMenualPurchase,bookTime,
2383,ReservationMenualPurchase,courseSeq,
2384,ReservationMenualPurchase,courseName,
2385,ReservationMenualPurchase,userName,userName 암호화
2386,ReservationMenualPurchase,purchaseFee,
2387,ReservationMenualPurchase,remark,
2388,ReservationMenualPurchase,regDate,
2389,ReservationMenualPurchase,regID,
2390,ReservationMenualPurchase,editDate,
2391,ReservationMenualPurchase,editID,
2392,ReservationMenualPurchase,userNameEnc,
2393,ReservationMenualPurchase,encriptYN,
2394,ReservationTimeInfo,seq,
2395,ReservationTimeInfo,resSeq,예약시퀀스
2396,ReservationTimeInfo,bookSeq,부킹타임시퀀스
2397,ReservationTimeInfo,golfInfoSeq,골프장시퀀스
2398,ReservationTimeInfo,golfInfoName,골프장명
2399,ReservationTimeInfo,bookType,
2400,ReservationTimeInfo,bookName,이벤트명
2401,ReservationTimeInfo,bookDate,부킹일자
2402,ReservationTimeInfo,bookTime,부킹시간
2403,ReservationTimeInfo,CourseSeq,코스시퀀스
2404,ReservationTimeInfo,courseName,코스명
2405,ReservationTimeInfo,greenFeeNO,부킹 정상가
2406,ReservationTimeInfo,greenFeeDC,부킹 할인가
2407,ReservationTimeInfo,visitorCnt,부킹가능인원
2408,ReservationTimeInfo,holeCnt,
2409,ReservationTimeInfo,realVisitorCnt,실부킹인원
2410,ReservationTimeInfo,reserveCancelDT,부킹취소 가능일
2411,ReservationTimeInfo,isErp,ERP연동여부
2412,ReservationTimeInfo,isReservation,"C:취소, F:실패, Y:성공"
2413,ReservationTimeInfo,paymentOption,
2414,ReservationTimeInfo,purchaseFee,매입금액
2415,ReservationTimeInfo,bkNo,예약번호
2416,ReservationTimeInfo,holeCD,
2417,ReservationTimeInfo,caddyYN,캐디여부
2418,ReservationTimeInfo,maxVisitorCnt,최대 내장인원(기본값 4)
2419,ScoreRoundCourseInfo,seq,
2420,ScoreRoundCourseInfo,roundSeq,
2421,ScoreRoundCourseInfo,lvl,
2422,ScoreRoundCourseInfo,scoreType,
2423,ScoreRoundCourseInfo,courseSeq,
2424,ScoreRoundCourseInfo,courseName,
2425,ScoreRoundCourseInfo,holeCnt,
2426,ScoreRoundInfo,roundSeq,
2427,ScoreRoundInfo,userID,
2428,ScoreRoundInfo,golfInfoSeq,
2429,ScoreRoundInfo,roundName,
2430,ScoreRoundInfo,bookDate,
2431,ScoreRoundInfo,bookTime,
2432,ScoreRoundInfo,outCourseSeq,
2433,ScoreRoundInfo,outCourseName,
2434,ScoreRoundInfo,inCourseSeq,
2435,ScoreRoundInfo,inCourseName,
2436,ScoreRoundInfo,teamSeq,
2437,ScoreRoundInfo,status,
2438,ScoreRoundInfo,regDate,
2439,ScoreRoundInfo,editDate,
2440,ScoreRoundInfo,etcParam1,
2441,ScoreRoundInfo,etcParam2,
2442,ScoreRoundInfo,golfInfoName,
2443,ScoreRoundPlayerInfo,rpSeq,
2444,ScoreRoundPlayerInfo,roundSeq,
2445,ScoreRoundPlayerInfo,golfInfoSeq,
2446,ScoreRoundPlayerInfo,userID,
2447,ScoreRoundPlayerInfo,teeName,
2448,ScoreRoundPlayerInfo,status,
2449,ScoreRoundPlayerInfo,regDate,
2450,ScoreRoundPlayerInfo,editDate,
2451,ScoreRoundPlayerInfo,etcParam1,
2452,ScoreRoundPlayerInfo,etcParam2,
2453,ScoreRoundPlayerScoreInfo,rpsSeq,
2454,ScoreRoundPlayerScoreInfo,roundSeq,
2455,ScoreRoundPlayerScoreInfo,rpSeq,
2456,ScoreRoundPlayerScoreInfo,lvl,
2457,ScoreRoundPlayerScoreInfo,holeNo,
2458,ScoreRoundPlayerScoreInfo,baseScore,
2459,ScoreRoundPlayerScoreInfo,score,
2460,ScoreRoundPlayerScoreInfo,putting,
2461,ScoreRoundPlayerScoreInfo,fairway,
2462,ScoreRoundPlayerScoreInfo,regDate,
2463,ScoreRoundPlayerScoreInfo,editDate,
2464,ScoreRoundPlayerScoreInfo,etcParam1,
2465,ScoreRoundPlayerScoreInfo,etcParam2,
2466,SearchMarketKeyword,seq,
2467,SearchMarketKeyword,keyword,
2468,SearchMarketKeyword,golfInfoSeq,골프장seq
2469,SearchMarketKeyword,status,"0:사용중 , 1: 미사용"
2470,SearchMarketKeyword,viewCnt,클릭수
2471,SearchMarketKeyword,sdate,유효 시작일
2472,SearchMarketKeyword,edate,유효 종료일
2473,SearchMarketKeyword,regDate,
2474,SearchMarketKeyword,regID,
2475,SearchMarketKeyword,editDate,
2476,SearchMarketKeyword,editID,
2477,SearchOrdered,seq,
2478,SearchOrdered,userID,아이디
2479,SearchOrdered,displayName,
2480,SearchOrdered,status,"0:사용중 , 1: 미사용"
2481,SearchOrdered,sendDate,발송일자
2482,SearchOrdered,searchGolfInfoSeqs,
2483,SearchOrdered,searchName,
2484,SearchOrdered,searchType,검색타입
2485,SearchOrdered,searchSeq,검색seq
2486,SearchOrdered,weekBit,요일Bit
2487,SearchOrdered,digitTime,"수치화타임(1:새벽, 2:오전,4:오후,8:야간)"
2488,SearchOrdered,digitGreenFee,"수치화가격(1: ~90000, 2:9~150000,4:15~200000,8:20~)"
2489,SearchOrdered,visitorCnt,내장인원 Erp기본 4인
2490,SearchOrdered,holeCnt,
2491,SearchOrdered,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2492,SearchOrdered,paymentOption,이벤트
2493,SearchOrdered,etc,
2494,SearchOrdered,editDate,
2495,SearchRelationMst,seq,
2496,SearchRelationMst,keyword,
2497,SearchRelationMst,status,상태 
2498,SearchRelationMst,subCnt,하위수
2499,SearchRelationMst,regDate,
2500,SearchRelationMst,regID,
2501,SearchRelationMst,editDate,
2502,SearchRelationMst,editID,
2503,SearchRelationSub,seq,
2504,SearchRelationSub,MstSeq,
2505,SearchRelationSub,relationKeyword,
2506,SearchRelationSub,status,상태 
2507,SearchRelationSub,viewCnt,클릭수
2508,SearchRelationSub,url,
2509,SettlementDay,seq,
2510,SettlementDay,golfInfoSeq,
2511,SettlementDay,golfInfoName,
2512,SettlementDay,bookRange,
2513,SettlementDay,bookDate,
2514,SettlementDay,amount,
2515,SettlementDay,fees,
2516,SettlementDay,coupon,
2517,SettlementDay,cash,
2518,SettlementDay,settlementFee,
2519,SettlementDay,regDate,
2520,SettlementDay,editDate,
2521,SettlementIssue,seq,
2522,SettlementIssue,smSeq,
2523,SettlementIssue,host,"'0'본사 , '1' 골프장"
2524,SettlementIssue,contents,내용
2525,SettlementIssue,regID,
2526,SettlementIssue,regDate,
2527,SettlementMonth,seq,
2528,SettlementMonth,golfInfoSeq,
2529,SettlementMonth,golfInfoName,
2530,SettlementMonth,bookRange,
2531,SettlementMonth,amount,
2532,SettlementMonth,fees,
2533,SettlementMonth,coupon,
2534,SettlementMonth,cash,
2535,SettlementMonth,settlementFee,
2536,SettlementMonth,status,
2537,SettlementMonth,regDate,
2538,SettlementMonth,editDate,
2539,SettlementMonth,editID,
2540,SettlementStatusHistory,seq,
2541,SettlementStatusHistory,smSeq,정산 시퀀스
2542,SettlementStatusHistory,status,상태 변경
2543,SettlementStatusHistory,regID,상태변경자 ID
2544,SettlementStatusHistory,regDate,
2545,StatisticsBookTime,seq,
2546,StatisticsBookTime,golfInfoSeq,
2547,StatisticsBookTime,bookMonth,
2548,StatisticsBookTime,bookDate,
2549,StatisticsBookTime,totalTimeCnt,
2550,StatisticsBookTime,resTimeCnt,
2551,StatisticsBookTime,userCnt,
2552,StatisticsDailyBanner,seq,
2553,StatisticsDailyBanner,bannerSeq,
2554,StatisticsDailyBanner,bannerDate,
2555,StatisticsDailyBanner,displayCnt,
2556,StatisticsDailyBanner,clickCnt,
2557,StatisticsDailyBanner,uniqueDisplayCnt,
2558,StatisticsDailyBanner,uniqueClickCnt,
2559,StatisticsDailyBanner,regDate,
2560,StatisticsMonthlyBanner,seq,
2561,StatisticsMonthlyBanner,bannerSeq,
2562,StatisticsMonthlyBanner,bannerMonth,
2563,StatisticsMonthlyBanner,displayCnt,
2564,StatisticsMonthlyBanner,clickCnt,
2565,StatisticsMonthlyBanner,uniqueDisplayCnt,
2566,StatisticsMonthlyBanner,uniqueClickCnt,
2567,StatisticsMonthlyBanner,regDate,
2568,SumGolfDateFee,golfInfoSeq,
2569,SumGolfDateFee,bookDate,
2570,SumGolfDateFee,timeCnt,
2571,SumGolfDateFee,specialCnt,특가 잔여타임
2572,SumGolfDateFee,discountRate,
2573,SumGolfDateFee,datehigh,
2574,SumGolfDateFee,datelow,
2575,SumGolfDateFee,time1Cnt,새벽 타임수
2576,SumGolfDateFee,time1high,
2577,SumGolfDateFee,time1low,
2578,SumGolfDateFee,time2Cnt,오전 타임수
2579,SumGolfDateFee,time2high,
2580,SumGolfDateFee,time2low,
2581,SumGolfDateFee,time4Cnt,오후 타임수
2582,SumGolfDateFee,time4high,
2583,SumGolfDateFee,time4low,
2584,SumGolfDateFee,time8Cnt,야간 타임수
2585,SumGolfDateFee,time8high,
2586,SumGolfDateFee,time8low,
2587,SumGolfDateFee,isEvent,
2588,SumGolfDateFee,eventGC,
2589,SumGolfDateFee,visitor3Cnt,
2590,SumGolfDateFee,visitor4Cnt,
2591,SumGolfDateFee,paymentOS,
2592,SumGolfDateFee,paymentPP,
2593,SumGolfDateFee,editDate,
2594,SumGolfDateFee,visitor2Cnt,
2595,SumGolfDateFee,specialFee,특가중 최저가
2596,SumGolfDateFee,etcParam,예비컬럼
2597,SumGolfDateFeeEarly,golfInfoSeq,얼리버드 골프장seq
2598,SumGolfDateFeeEarly,bookDate,
2599,SumGolfDateFeeEarly,timeCnt,
2600,SumGolfDateFeeEarly,datelow,
2601,SumGolfDateFeeEarly,discountRate,할인율
2602,SumGolfDateFeeEarly,reserveCloseDT,마감일자
2603,SumGolfDateFeeEarly,editDate,
2604,TempBooktime1,golfInfoSeq,
2605,TempBooktime1,golfInfoName,
2606,TempBooktime1,bookDate,
2607,TempBooktime1,bookTime,
2608,TempBooktime1,CourseSeq,
2609,TempBooktime1,CourseName,
2610,TempBooktime1,greenFeeNO,
2611,TempBooktime1,greenFeeDC,
2612,TempBooktime1,reserveApplyDT,
2613,TempBooktime1,reserveCloseDT,
2614,TempBooktime1,reserveCancelDT,
2615,TempBooktime1,regDate,
2616,TempBooktime1,editDate,
2617,TempBooktime1,etcParams,
2618,TempBooktime1,bookName,상품명(기본 그린피)
2619,TempBooktime1,visitorCnt,내장인원 Erp기본 4인
2620,TempBooktime1,maxVisitorCnt,최대 내장인원(기본값 4)
2621,TempBooktime1,holeCnt,
2622,TempBooktime1,holeCD,
2623,TempBooktime1,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2624,TempBooktime1,paymentOption,
2625,TempBooktime1,purchaseFee,매입금액
2626,TempBooktime1,isDisplay,
2627,TempBooktime1,agencyCode,에이전시 코드
2628,TempBooktime1,etcParam2,예비컬럼
2629,TempBooktime1,caddyYN,캐디여부
2630,TempBooktime1,isReservation,
2631,TempBooktime2,golfInfoSeq,
2632,TempBooktime2,golfInfoName,
2633,TempBooktime2,bookDate,
2634,TempBooktime2,bookTime,
2635,TempBooktime2,CourseSeq,
2636,TempBooktime2,CourseName,
2637,TempBooktime2,greenFeeNO,
2638,TempBooktime2,greenFeeDC,
2639,TempBooktime2,reserveApplyDT,
2640,TempBooktime2,reserveCloseDT,
2641,TempBooktime2,reserveCancelDT,
2642,TempBooktime2,regDate,
2643,TempBooktime2,editDate,
2644,TempBooktime2,etcParams,
2645,TempBooktime2,bookName,상품명(기본 그린피)
2646,TempBooktime2,visitorCnt,내장인원 Erp기본 4인
2647,TempBooktime2,maxVisitorCnt,최대 내장인원(기본값 4)
2648,TempBooktime2,holeCnt,
2649,TempBooktime2,holeCD,
2650,TempBooktime2,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2651,TempBooktime2,paymentOption,
2652,TempBooktime2,purchaseFee,매입금액
2653,TempBooktime2,isDisplay,
2654,TempBooktime2,agencyCode,에이전시 코드
2655,TempBooktime2,etcParam2,예비컬럼
2656,TempBooktime2,caddyYN,캐디여부
2657,TempBooktime2,isReservation,
2658,TempBooktime3,golfInfoSeq,
2659,TempBooktime3,golfInfoName,
2660,TempBooktime3,bookDate,
2661,TempBooktime3,bookTime,
2662,TempBooktime3,CourseSeq,
2663,TempBooktime3,CourseName,
2664,TempBooktime3,greenFeeNO,
2665,TempBooktime3,greenFeeDC,
2666,TempBooktime3,reserveApplyDT,
2667,TempBooktime3,reserveCloseDT,
2668,TempBooktime3,reserveCancelDT,
2669,TempBooktime3,regDate,
2670,TempBooktime3,editDate,
2671,TempBooktime3,etcParams,
2672,TempBooktime3,bookName,상품명(기본 그린피)
2673,TempBooktime3,visitorCnt,내장인원 Erp기본 4인
2674,TempBooktime3,maxVisitorCnt,최대 내장인원(기본값 4)
2675,TempBooktime3,holeCnt,
2676,TempBooktime3,holeCD,
2677,TempBooktime3,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2678,TempBooktime3,paymentOption,
2679,TempBooktime3,purchaseFee,매입금액
2680,TempBooktime3,isDisplay,
2681,TempBooktime3,agencyCode,에이전시 코드
2682,TempBooktime3,etcParam2,예비컬럼
2683,TempBooktime3,caddyYN,캐디여부
2684,TempBooktime3,isReservation,
2685,TempBooktime4,golfInfoSeq,
2686,TempBooktime4,golfInfoName,
2687,TempBooktime4,bookDate,
2688,TempBooktime4,bookTime,
2689,TempBooktime4,CourseSeq,
2690,TempBooktime4,CourseName,
2691,TempBooktime4,greenFeeNO,
2692,TempBooktime4,greenFeeDC,
2693,TempBooktime4,reserveApplyDT,
2694,TempBooktime4,reserveCloseDT,
2695,TempBooktime4,reserveCancelDT,
2696,TempBooktime4,regDate,
2697,TempBooktime4,editDate,
2698,TempBooktime4,etcParams,
2699,TempBooktime4,bookName,상품명(기본 그린피)
2700,TempBooktime4,visitorCnt,내장인원 Erp기본 4인
2701,TempBooktime4,maxVisitorCnt,최대 내장인원(기본값 4)
2702,TempBooktime4,holeCnt,
2703,TempBooktime4,holeCD,
2704,TempBooktime4,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2705,TempBooktime4,paymentOption,
2706,TempBooktime4,purchaseFee,매입금액
2707,TempBooktime4,isDisplay,
2708,TempBooktime4,agencyCode,에이전시 코드
2709,TempBooktime4,etcParam2,예비컬럼
2710,TempBooktime4,caddyYN,캐디여부
2711,TempBooktime4,isReservation,
2712,TempBooktime5,golfInfoSeq,
2713,TempBooktime5,golfInfoName,
2714,TempBooktime5,bookDate,
2715,TempBooktime5,bookTime,
2716,TempBooktime5,CourseSeq,
2717,TempBooktime5,CourseName,
2718,TempBooktime5,greenFeeNO,
2719,TempBooktime5,greenFeeDC,
2720,TempBooktime5,reserveApplyDT,
2721,TempBooktime5,reserveCloseDT,
2722,TempBooktime5,reserveCancelDT,
2723,TempBooktime5,regDate,
2724,TempBooktime5,editDate,
2725,TempBooktime5,etcParams,
2726,TempBooktime5,bookName,상품명(기본 그린피)
2727,TempBooktime5,visitorCnt,내장인원 Erp기본 4인
2728,TempBooktime5,maxVisitorCnt,최대 내장인원(기본값 4)
2729,TempBooktime5,holeCnt,
2730,TempBooktime5,holeCD,
2731,TempBooktime5,paymentMethod,"결제방식(PP:선결제,OS:현장결제)"
2732,TempBooktime5,paymentOption,
2733,TempBooktime5,purchaseFee,매입금액
2734,TempBooktime5,isDisplay,
2735,TempBooktime5,agencyCode,에이전시 코드
2736,TempBooktime5,etcParam2,예비컬럼
2737,TempBooktime5,caddyYN,캐디여부
2738,TempBooktime5,isReservation,
2739,User,userID,아이디
2740,User,accessTokn,토큰
